,time,text,deaths,death_score,injuries,injury_score,location,location_score
10,2022-07-27T06:32:21Z,"Powerful earthquake hits northern PhilippinesA 7.0-MAGNITUDE earthquake has hit the northern Philippines, authorities said, killing one person, shattering windows at the epicentre and shaking high-rise towers more than 300 kilometres away in th… [+3785 chars]",1,"{'1': {'1': 0.5896207094192505, 'none': 0.11253108084201813, 'one': 0.08695727586746216, ' 1': 0.012527383863925934, 'ONE': 0.004905794281512499}}",-1,"{'none': {'none': 0.23858772218227386, '300': 0.09715421497821808, '3000': 0.035186924040317535, 'Philipp': 0.026353787630796432, '0': 0.02020614966750145}}",Philippines,"{'Philipp': {'Philipp': 0.5086334943771362, 'Northern': 0.06170424446463585, '\n': 0.04731028527021408, 'The': 0.041751179844141006, 'PH': 0.022001327946782112}, 'ines': {'ines': 0.9943488240242004, 'ine': 0.004393882118165493, 'i': 0.0003037160786334425, 'in': 0.0002239462046418339, 'ina': 0.00014801938959863037}}"
11,2022-07-27T06:41:36Z,"Powerful quake strikes northern Philippines, killing at least 2 people and injuring dozensA powerful earthquake that struck the northern Philippines on Wednesday morning killed at least four people and wounded dozens of others as it triggered small landslides and destroyed homes, per Al J… [+385 chars]",4,"{'4': {'4': 0.38755711913108826, '2': 0.3367154598236084, 'none': 0.04775640740990639, 'at': 0.015383581630885601, 'four': 0.013897906988859177}}",-1,"{'none': {'none': 0.09580578655004501, '50': 0.07461361587047577, '40': 0.06482543796300888, '30': 0.03310959413647652, '12': 0.025585107505321503}}",Philippines,"{'Philipp': {'Philipp': 0.5240911245346069, '\n': 0.05270923301577568, 'Northern': 0.0495157390832901, 'The': 0.046515729278326035, 'n': 0.027132388204336166}, 'ines': {'ines': 0.9942804574966431, 'ine': 0.0047505926340818405, 'i': 0.00022924116638023406, 'in': 0.0002054904616670683, 'ina': 9.40803874982521e-05}}"
12,2022-07-27T06:44:00Z,"7.1-magnitude earthquake hits northern Philippines, 4 killedMANILA: A 7.1-magnitude earthquake hit the northern Philippines Wednesday, the US Geological Survey said, shattering windows of buildings at the epicentre and shaking high-rise towers more than 300 k… [+2823 chars]",4,"{'4': {'4': 0.6925908327102661, 'none': 0.1095837876200676, ' 4': 0.010434596799314022, '28': 0.010353393852710724, '3': 0.008786812424659729}}",-1,"{'none': {'none': 0.2786369025707245, '300': 0.13901712000370026, '3000': 0.05154264718294144, '3': 0.030538005754351616, '30': 0.028912805020809174}}",Philippines,"{'Philipp': {'Philipp': 0.4764900207519531, 'Man': 0.06758065521717072, 'Northern': 0.0510125532746315, '\n': 0.047178901731967926, 'The': 0.04229089245200157}, 'ines': {'ines': 0.9952825903892517, 'ine': 0.0039423489943146706, 'i': 0.0002089368354063481, 'in': 0.00015286145207937807, 'ina': 7.053396984701976e-05}}"
13,2022-07-27T06:52:06Z,"Death toll in Philippines quake rises to 4, with 60 injuredMANILA (Reuters) A strong earthquake in northern Philippines has killed four people and injured 60, the interior minister said on Wednesday.
Two people died in Benguet province, one in Abra province… [+103 chars]",4,"{'4': {'4': 0.7935395240783691, '60': 0.022865479812026024, 'four': 0.01971127651631832, 'none': 0.01365360151976347, '4000': 0.011408011429011822}}",60,"{'60': {'60': 0.8973367214202881, '6000': 0.012799820862710476, 'none': 0.009661812335252762, '600': 0.009076432324945927, '6': 0.005253036040812731}}",Philippines,"{'Philipp': {'Philipp': 0.8023287653923035, 'The': 0.04252186790108681, 'Man': 0.020723503082990646, 'Phil': 0.01772575080394745, '\n': 0.011993843130767345}, 'ines': {'ines': 0.9955098628997803, 'ine': 0.003762674517929554, 'i': 0.00016275732195936143, 'in': 0.00011186137271579355, 'ina': 9.346367005491629e-05}}"
14,2022-07-27T07:26:39Z,News24.com | Powerful earthquake hits northern Philippines<ul><li>The Philippines was struck by a 7.1-magnitude earthquake on Wednesday. </li><li>Four people were killed and 60 injured.</li><li>The earthquake was the strongest recorded in the Philippines in… [+3748 chars],4,"{'4': {'4': 0.4595288336277008, '60': 0.15272504091262817, 'none': 0.09707794338464737, 'four': 0.05036337673664093, '600': 0.013768579810857773}}",60,"{'60': {'60': 0.7565057873725891, 'none': 0.04836179316043854, '600': 0.02489452064037323, '6000': 0.012132620438933372, '40': 0.01062367670238018}}",Philippines,"{'Philipp': {'Philipp': 0.6031712889671326, 'The': 0.0766846165060997, 'Northern': 0.03796163946390152, '\n': 0.03147130459547043, 'n': 0.014865992590785027}, 'ines': {'ines': 0.9952244758605957, 'ine': 0.004196363966912031, 'i': 0.00013280058919917792, 'ina': 0.00010024313814938068, 'in': 7.449438271578401e-05}}"
15,2022-07-27T07:42:07Z,"Philippines earthquake strikes north island, killing at least 2, injuring dozensA strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings and churches and prompt… [+2612 chars]",2,"{'2': {'2': 0.6923078894615173, 'none': 0.08733212202787399, 'two': 0.01436839159578085, 'at': 0.014035548083484173, ' 2': 0.009952694177627563}}",-1,"{'none': {'none': 0.15237940847873688, '40': 0.09170354902744293, '50': 0.06922146677970886, '30': 0.037930238991975784, '60': 0.02647957019507885}}",Philippines,"{'Philipp': {'Philipp': 0.6752670407295227, '\n': 0.03208001330494881, 'The': 0.02292655222117901, 'P': 0.019457511603832245, 'Ph': 0.012961497530341148}, 'ines': {'ines': 0.9940780401229858, 'ine': 0.005298589821904898, 'i': 0.00013685828889720142, 'in': 0.00013059109915047884, 'ina': 6.935639976290986e-05}}"
16,2022-07-27T08:26:47Z,"At Least Two People Dead After Strong Earthquake Strikes Northern PhilippinesA strong earthquake struck the northern Philippines Wednesday, shaking buildings and sending frightened residents fleeing into the streets.
The U.S. Geological Survey says the province of Abra on th… [+1247 chars]",2,"{'2': {'2': 0.5428998470306396, 'none': 0.17083100974559784, 'two': 0.04186394065618515, 'Two': 0.010502489283680916, ' 2': 0.010100144892930984}}",-1,"{'none': {'none': 0.42977073788642883, '1': 0.05173136666417122, 'Northern': 0.01903090812265873, '2': 0.017463741824030876, '0': 0.017192993313074112}}",Philippines,"{'Philipp': {'Philipp': 0.4323263168334961, 'Northern': 0.29252663254737854, 'The': 0.029420174658298492, 'Ab': 0.020378759130835533, '\n': 0.01990668848156929}, 'ines': {'ines': 0.9943215847015381, 'ine': 0.00446295365691185, 'i': 0.00025977499899454415, 'in': 0.0002023129927692935, 'ina': 0.0001539116055937484}}"
17,2022-07-27T08:38:10Z,"Graphics: Philippines earthquakeA powerful 7.1 magnitude earthquake struck the Philippine island of Luzon on Wednesday killing at least four people and injuring 60, damaging buildings in the northern Abra province and sending stron… [+2122 chars]",4,"{'4': {'4': 0.6594091057777405, '60': 0.03778715431690216, 'none': 0.032830048352479935, 'four': 0.027005260810256004, '4000': 0.018852712586522102}}",60,"{'60': {'60': 0.8476895689964294, '600': 0.016527315601706505, '6000': 0.015647748485207558, 'none': 0.01504829153418541, '40': 0.005623135715723038}}",Philippines,"{'Philipp': {'Philipp': 0.7657822966575623, '\n': 0.03160760924220085, 'Lu': 0.019021794199943542, 'Ab': 0.015047476626932621, 'The': 0.01481418777257204}, 'ines': {'ines': 0.9814494252204895, 'ine': 0.01797587238252163, 'i': 9.432872320758179e-05, 'in': 8.455572242382914e-05, 'ina': 7.176150393206626e-05}}"
18,2022-07-27T08:39:58Z,"4 killed, 60 injured in 7-magnitude earthquake in northern PhilippinesMANILA, July 27 (Xinhua) -- A 7-magnitude earthquake that rattled the main Luzon island in the Philippines on Wednesday morning killed at least four people and injured some 60 others, Interior and Lo… [+3850 chars]",4,"{'4': {'4': 0.8090419173240662, 'four': 0.0387367308139801, '60': 0.02405218407511711, 'none': 0.01200007926672697, ' 4': 0.010105080902576447}}",60,"{'60': {'60': 0.8636409044265747, '6000': 0.025080597028136253, '600': 0.016577264294028282, 'none': 0.011042837984859943, '6': 0.006697819568216801}}",Philippines,"{'Philipp': {'Philipp': 0.6465612649917603, 'Northern': 0.04539572447538376, '\n': 0.031199993565678596, 'Man': 0.028855279088020325, 'n': 0.028855279088020325}, 'ines': {'ines': 0.9927843809127808, 'ine': 0.005811789073050022, 'i': 0.00036577513674274087, 'in': 0.00018681965593714267, '…': 0.00012839915871154517}}"
19,2022-07-27T08:46:00Z,"Powerful earthquake strikes Philippines, kills at least 1Manila, July 27 (BNA): A powerful 7.1 magnitude earthquake struck the Philippine island of Luzon, the Us Geological Survey said, badly damaging a hospital and buildings in a northern province and sen… [+1835 chars]",1,"{'1': {'1': 0.7845340371131897, 'none': 0.07890266180038452, ' 1': 0.009497489780187607, 'at': 0.008852632716298103, 'one': 0.005496724508702755}}",-1,"{'none': {'none': 0.24307489395141602, '5000': 0.058188170194625854, '4000': 0.0489993542432785, '6000': 0.03669882193207741, '1': 0.03584869205951691}}",Philippines,"{'Philipp': {'Philipp': 0.5670345425605774, 'Man': 0.19904784858226776, 'The': 0.0253060944378376, '\n': 0.022862151265144348, 'Lu': 0.020816223695874214}, 'ines': {'ines': 0.992295503616333, 'ine': 0.007006904110312462, 'i': 0.0001926550321513787, 'in': 8.616066770628095e-05, 'ina': 6.014983227942139e-05}}"
20,2022-07-27T06:49:01Z,"Strong earthquake kills at least 2 and injures dozens in the northern PhilippinesA damaged car is seen along a road after a strong quake hit Bangued, Abra province, in the northern Philippines on Wednesday.
Raphiel Alzate/AP
MANILA, Philippines A strong earthquake left at least… [+2759 chars]",2,"{'2': {'2': 0.5693082809448242, 'none': 0.09970687329769135, 'at': 0.019633445888757706, ' 2': 0.014364136382937431, '40': 0.009274182841181755}}",-1,"{'none': {'none': 0.19286948442459106, '50': 0.09547731280326843, '40': 0.08969264477491379, '30': 0.04011302813887596, '12': 0.0327393002808094}}",Philippines,"{'Philipp': {'Philipp': 0.6746717691421509, 'Northern': 0.04811535403132439, 'The': 0.04380952939391136, '\n': 0.015258914791047573, 'n': 0.015258914791047573}, 'ines': {'ines': 0.9967026114463806, 'ine': 0.0025490031111985445, 'i': 0.00022272943169809878, 'in': 9.579473407939076e-05, 'ina': 8.929051546147093e-05}}"
21,2022-06-27T02:18:59Z,"After earthquake that killed 1,000, Afghanistan braces for cholera, disease outbreaksKabul/Wor Kali, AfghanistanThousands affected by a deadly earthquake in eastern Afghanistan are in need of clean water and food and are at risk of disease, an Afghan health ministry official said on … [+2028 chars]",1000,"{'1000': {'1000': 0.45606178045272827, '1': 0.28539618849754333, 'none': 0.07925164699554443, '4000': 0.010894447565078735, '10': 0.009318514727056026}}",4000,"{'4000': {'4000': 0.17193453013896942, 'none': 0.1447833925485611, '5000': 0.11187992244958878, '6000': 0.043133556842803955, '2000': 0.036039434373378754}}",Afghanistan,"{'Af': {'Af': 0.9142268300056458, 'K': 0.05077752098441124, 'AF': 0.002955605974420905, '\n': 0.0029326053336262703, ' Afghanistan': 0.0025880150496959686}, 'ghan': {'ghan': 0.9982448816299438, 'gan': 0.000953966926317662, 'gh': 0.0005027051665820181, 'g': 0.00010373907571192831, 'rica': 7.472046127077192e-05}, 'istan': {'istan': 0.9984416365623474, 'ist': 0.0005742204957641661, '|': 0.00028425976051948965, 'stan': 0.00014862864918541163, 'ast': 8.337311737705022e-05}}"
22,2022-07-27T09:47:02Z,"Photos: Powerful earthquake strikes PhilippinesA powerful magnitude 7 earthquake has struck the northern Philippine island of Luzon, killing four people, damaging buildings and sending strong tremors through the capital, Manila.
Two people were … [+1062 chars]",4,"{'4': {'4': 0.654638946056366, 'four': 0.0663551464676857, 'none': 0.05675656720995903, '400': 0.024602152407169342, '4000': 0.017999317497015}}",-1,"{'none': {'none': 0.24282421171665192, '2': 0.035256512463092804, '1000': 0.034171782433986664, '1': 0.034171782433986664, '10': 0.026200415566563606}}",Philippines,"{'Philipp': {'Philipp': 0.6466493606567383, 'Man': 0.10891352593898773, 'The': 0.026072125881910324, 'Ph': 0.018779046833515167, 'Fil': 0.01709851808845997}, 'ines': {'ines': 0.9935751557350159, 'ine': 0.005726243834942579, 'i': 0.00018121604807674885, 'ina': 0.0001142915352829732, 'in': 9.549414971843362e-05}}"
23,2022-07-27T15:08:55Z,"At least 4 dead, dozens injured after 7.0 magnitude earthquake rips through PhilippinesWith the Federal Reserve expected to hike its key interest rate by three-quarters of a percentage point on Wednesday to battle high inflation, focus will shift to how deeply signs of a possible econo… [+563 chars]",4,"{'4': {'4': 0.5782046318054199, 'none': 0.09814934432506561, '4000': 0.017189569771289825, '40': 0.015169741585850716, '400': 0.012975368648767471}}",-1,"{'none': {'none': 0.12560543417930603, '50': 0.09481195360422134, '40': 0.06775904446840286, '20': 0.061695314943790436, '30': 0.052360132336616516}}",Philippines,"{'Philipp': {'Philipp': 0.727568507194519, 'The': 0.056104060262441635, '\n': 0.03796190768480301, 'Fil': 0.01969437673687935, 'PH': 0.014750407077372074}, 'ines': {'ines': 0.9968857169151306, 'ine': 0.002432722831144929, 'i': 0.00021931660012342036, 'in': 0.00013095994654577225, 'ina': 5.632516695186496e-05}}"
24,2022-07-02T03:23:11Z,"Iran earthquakes: at last five killed and village flattened, state media saysAt least five people were killed by a magnitude-6.1 earthquake in southern Iran early on Saturday, state media reported, with the area also hit by two later strong quakes of up to 6.3 magnitude.
Fiv… [+929 chars]",5,"{'5': {'5': 0.5167199373245239, 'none': 0.11988867819309235, 'five': 0.05446188151836395, '5000': 0.027385154739022255, 'at': 0.014889050275087357}}",-1,"{'none': {'none': 0.19556941092014313, '6': 0.1523096114397049, '2': 0.07658608257770538, '6000': 0.06653914600610733, '3': 0.028174446895718575}}",Iran,"{'Iran': {'Iran': 0.8295180797576904, '\n': 0.016949187964200974, 'K': 0.010200201533734798, 'Te': 0.008522587828338146, '#': 0.006333448458462954}}"
25,2022-07-27T08:51:42Z,"Earthquake hits Philippines: What happened, where, and what nextA strong earthquake has struck the northern Philippines, killing at least four people, toppling buildings and causing panic among residents.
Here is what we know.
What happened?
<ul><li>At 8:43am … [+2835 chars]",4,"{'4': {'4': 0.6353704929351807, 'four': 0.05639233440160751, 'none': 0.0489945113658905, ' 4': 0.011728488840162754, '400': 0.011367641389369965}}",-1,"{'none': {'none': 0.306205689907074, '4': 0.05157345160841942, '3': 0.041117940098047256, '5000': 0.03462477773427963, '3000': 0.02893008477985859}}",Philippines,"{'Philipp': {'Philipp': 0.6482712626457214, 'The': 0.09635692089796066, '\n': 0.021002085879445076, 'Fil': 0.01500951312482357, 'the': 0.013990405946969986}, 'ines': {'ines': 0.9965583682060242, 'ine': 0.003026578575372696, 'i': 9.429593046661466e-05, 'in': 6.898837455082685e-05, 'ina': 5.2075160056119785e-05}}"
26,2022-07-27T04:22:52Z,"Philippines earthquake: 7.0-magnitude quake strikes northern Philippines, damages buildings - KABC-TVMANILA, Philippines -- A strong earthquake shook the northern Philippines on Wednesday, injuring at least one person, damaging buildings and prompting many people in the capital to run outdoors.
The… [+1659 chars]",1,"{'1': {'1': 0.5299661755561829, 'none': 0.12392644584178925, 'one': 0.06087062135338783, ' 1': 0.016003591939806938, 'in': 0.01236661709845066}}",-1,"{'none': {'none': 0.23209033906459808, '4000': 0.06444915384054184, '0': 0.030923044309020042, '5000': 0.029506972059607506, '1000': 0.02644987963140011}}",Philippines,"{'Philipp': {'Philipp': 0.6001251339912415, 'Man': 0.0878177061676979, 'The': 0.038665615022182465, '\n': 0.03180546686053276, 'Metro': 0.014906922355294228}, 'ines': {'ines': 0.9950637221336365, 'ine': 0.004397041164338589, 'in': 0.00011626529158093035, 'i': 0.0001126881834352389, 'ina': 6.223232776392251e-05}}"
27,2022-07-27T07:49:45Z,"Strong quake kills 2, injures dozens in northern PhilippinesA strong earthquake left at least two people dead and injured dozens in the northern Philippines on Wednesday, where the temblor set off small landslides and damaged buildings and churches and prompt… [+5124 chars]",2,"{'2': {'2': 0.6086638569831848, 'none': 0.11084591597318649, 'two': 0.02397211082279682, '1': 0.011592155322432518, ' 2': 0.010150430724024773}}",-1,"{'none': {'none': 0.1542922556400299, '40': 0.11829998344182968, '50': 0.09070374071598053, '30': 0.05501460283994675, 'do': 0.04705647751688957}}",Philippines,"{'Philipp': {'Philipp': 0.5517633557319641, 'Northern': 0.06094636768102646, 'n': 0.04321744665503502, '\n': 0.029471738263964653, 'The': 0.02683432400226593}, 'ines': {'ines': 0.9948899745941162, 'ine': 0.003940793685615063, 'i': 0.00024038997071329504, 'in': 0.00019315876124892384, 'ina': 0.0001446692185709253}}"
28,2022-07-27T15:11:46Z,"Powerful 7.1 earthquake strikes Philippines; at least 5 dead - KSL.comEstimated read time: 2-3 minutes
VIGAN, Philippines A powerful 7.1 magnitude earthquake struck the northern Philippine island of Luzon on Wednesday killing at least five people, damaging buildings a… [+3125 chars]",5,"{'5': {'5': 0.7695346474647522, 'none': 0.04110371321439743, 'five': 0.036558400839567184, 'at': 0.01713457889854908, '5000': 0.012438368983566761}}",-1,"{'none': {'none': 0.2815151810646057, '5000': 0.08065545558929443, '5': 0.05207507312297821, '4000': 0.042835783213377, '1000': 0.028092393651604652}}",Philippines,"{'Philipp': {'Philipp': 0.8038007616996765, 'The': 0.019503647461533546, 'Lu': 0.017346903681755066, 'Fil': 0.016552530229091644, 'PH': 0.01567162200808525}, 'ines': {'ines': 0.9940924048423767, 'ine': 0.005135643761605024, 'i': 0.0001784994383342564, 'in': 0.0001152479017036967, '…': 9.188363037537783e-05}}"
29,2022-07-27T05:45:57Z,"Philippines struck by powerful 7 magnitude earthquake, killing at least twoA strong earthquake left at least two people dead and injured dozens in the northern Philippines, where the temblor set off small landslides and damaged buildings and churches and prompted terrified … [+2875 chars]",2,"{'2': {'2': 0.577684760093689, 'two': 0.1201469898223877, 'none': 0.10438551008701324, 'at': 0.013692398555576801, '1': 0.008435642346739769}}",-1,"{'none': {'none': 0.18980102241039276, '40': 0.0835682600736618, '50': 0.060191962867975235, '30': 0.040727920830249786, '60': 0.022846290841698647}}",Philippines,"{'Philipp': {'Philipp': 0.812345027923584, 'The': 0.027365965768694878, '\n': 0.017668796703219414, 'Phil': 0.0098341666162014, 'PH': 0.00902433879673481}, 'ines': {'ines': 0.9960283041000366, 'ine': 0.0035922389943152666, 'i': 7.339867443079129e-05, 'in': 7.226074376376346e-05, 'ina': 3.959561945521273e-05}}"
