,time,text,deaths,death_score,injuries,injury_score,location,tweet_loc
11,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,0.1896255612373352,12000,0.8084627389907837,Haiti,"[88.094457, 22.269493, 88.610027, 22.955918]"
12,2021-08-18T04:44:10.000Z,"America's greatest tragedies is a politicized one, when it was a medical problem to begin with. A tragedy where a humanitarian approach was needed, but hostility and defiance against a severe public health threat fostered a reaction that caused over half a million people die.",1000000,0.03702757880091667,1,0.008209788240492344,America,"[-112.0383105, 40.6998952, -111.795741, 40.8317151]"
13,2021-08-18T04:31:03.000Z,"#Haiti #earthquake: Death toll reaches nearly 2,000\nhttps://t.co/Q44tkr6uiD",2000,0.21860110759735107,-1,0.016522347927093506,Haiti,"[103.7014313, 1.4264073, 103.9747568, 1.6244]"
14,2021-08-18T01:50:44.000Z,"The death toll in Haiti’s devastating earthquake surged to nearly 2,000 as the search for survivors was hampered by heavy rains brought by Tropical Storm Grace https://t.co/2cYzLuDlj8 #PrayForHaiti #HaitiRelief #haitiearthquake #prayerispowerful #TropicalStormGrace",2000,0.019135048612952232,-1,0.009805937297642231,Haiti,"[-0.254563, 51.463873, -0.177653, 51.532901]"
15,2021-08-17T21:19:55.000Z,"The Haiti earthquake death toll is now over 1900 people. And the conditions that occur after such an enormous natural disaster are also perfect for an intensified spread of communicable diseases, including COVID-19. The need for humanitarian and medical aid cannot be overstated.",1900,0.11051812022924423,1900,0.04845660552382469,Haiti,"[-74.026675, 40.683935, -73.910408, 40.877483]"
16,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,0.024747546762228012,6900,0.05819786712527275,Haiti,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
17,2021-08-16T22:15:43.000Z,"The death toll #Haiti #haitiearthquake is over 1,400!!!",1400,0.5686481595039368,400,0.41831347346305847,"Haiti #haitiearthquake is over 1,400","[-77.064086, 38.979735, -76.97162, 39.036964]"
18,2021-08-16T17:29:38.000Z,"@NJGuy4Biden @GOP Or close to home humanitarian news-Death toll of powerful earthquake in Haiti soars to 1,297-",1297,0.5764450430870056,1297,0.1532720923423767,Haiti,"[-97.233811, 32.586565, -97.037464, 32.817135]"
19,2021-08-16T10:32:27.000Z,"the fall of #Afghanistan  is huge news but another long suffering country has had a disastrous event too. #Haiti\nBBC News - Haiti earthquake: Rescuers search for survivors as death toll climbs to 1,297\nhttps://t.co/smlc2b3wta",1297,0.4207233488559723,-1,0.22665998339653015,Haiti,"[-9.3668222, 52.2799713, -8.1558156, 52.7568583]"
20,2021-08-16T08:50:09.000Z,While there is too much focus on #Afghanistan today another major global news is the #Haiti earthquake killing around 1300 people. A major tragedy for the #carribbean nation.,1300,0.179830864071846,-1,0.08318949490785599,Afghanistan,"[77.302126, 28.443981, 77.695326, 28.647131]"
21,2021-08-16T05:48:15.000Z,Complete panic and chaos right now at kabul Airport. Two people shot dead and many injured at airport. It is heart breaking to see humanitarian crisis unfolding.\nVideo @SultanFaizy https://t.co/aLEQlEJBWh,2,0.026879191398620605,-1,0.011836182326078415,kabul Airport,"[69.328873, 27.708226, 75.382124, 34.019989]"
22,2021-08-16T03:45:30.000Z,Over 1200 fatalities reported in #Haiti Earthquake https://t.co/gNfvhDc7sv,1200,0.5039557814598083,-1,0.0945296660065651,Haiti,"[-93.581326, 41.636771, -93.541837, 41.6733128]"
23,2021-08-16T03:34:06.000Z,Death toll rises to 1300 at #Haiti,1300,0.9924095273017883,1300,0.8859828114509583,Haiti,"[-95.438435, 29.497739, -95.215364, 29.59803]"
24,2021-08-16T01:38:22.000Z,"Death toll of powerful #Haiti earthquake soars over 1,200",200,0.47934767603874207,200,0.2070745825767517,Haiti,"[-80.498029, 25.726759, -80.383636, 25.7898358]"
25,2021-08-16T00:54:11.000Z,"This is appalling. I am so, so sorry to the people of #Haiti\nPlease, please can we send some help @BorisJohnson and @DominicRaab?? \nDeath toll from Haiti quake jumps to 724 as tropical storm looms https://t.co/Cf0r1Dbu6P via https://t.co/McTOn1C34H",724,0.9876853227615356,724,0.8079618215560913,724,"[-1.476463, 50.883056, -1.3164712, 50.959599]"
26,2021-08-15T21:35:15.000Z,Death toll in massive #Haiti quake jumps to 724: govt https://t.co/7nXVhGj2Fh,724,0.9491210579872131,724,0.7400742769241333,Haiti,"[36.6645733, -1.3890532, 37.0626672, -1.1606735]"
27,2021-08-15T21:16:53.000Z,Death toll from this weekend’s #earthquake in south west #Haiti is now over 700. Thoughts and prayers with those affected in the country.,700,0.8130829334259033,700,0.667859673500061,Haiti,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
28,2021-08-15T20:37:36.000Z,#Earthquake in #HAITI\nhttps://t.co/glN5yUwkiF\n\nPORT-AU-PRINCE (Reuters) -  The death toll from a devastating earthquake in Haiti rose to 724 on Sunday as rescue workers scrambled to find survivors buried un...,724,0.9923247694969177,724,0.9798098802566528,724,"[-80.498527, 25.65479, -80.4158778, 25.6886916]"
29,2021-08-15T19:20:01.000Z,Haiti death toll is standing at 724ppl and counting #Haitiearthquake2021,724,0.40471816062927246,724,0.22207193076610565,Haiti,"[-61.9305415, 10.0424194, -60.4930236, 11.3585325]"
30,2021-08-15T17:53:22.000Z,"Sending prayers 🙏 up for #Haiti \n\nOver 700 dead after Haiti earthquake, rescuers continue searching for survivors #NewsBreak  https://t.co/WCbIyLNzxv",700,0.7142822742462158,-1,0.019319456070661545,Haiti,"[-80.389019, 35.9341262, -80.100949, 36.240211]"
31,2021-08-15T17:01:28.000Z,"Let's pray for our brothers and sisters in Haiti as the death toll continues to rise over 700 people from the tropical storm. @ Atlanta, Georgia https://t.co/RafEfZ5d7a",700,0.13189153373241425,-1,0.024732297286391258,"Atlanta, Georgia","[-84.576827, 33.6475029, -84.289385, 33.8868859]"
32,2021-08-15T16:23:51.000Z,"Gosh, another huge earthquake / tsunami in Haiti. \n\nDeath toll over 700.\n\n#PrayForHaiti 🙏🏻",700,0.7806133031845093,700,0.06433705240488052,Haiti,"[-103.0026515, 33.615765, -94.431332, 37.002328]"
33,2021-08-15T16:10:37.000Z,My ❤️ aches… prayers 🙏🏾 going out to #Haiti #haitiearthquake the death toll is now at more than 700 ppl 🌍,700,0.9065934419631958,700,0.5126447677612305,Haiti,"[-77.119401, 38.801826, -76.909396, 38.9953797]"
34,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,0.9713187217712402,724,0.5206452012062073,Haiti,"[-80.257234, 26.6655153, -80.1562012, 26.736442]"
35,2021-08-15T14:08:10.000Z,"Pray for Haiti 🇭🇹 \nA 7.2-magnitude earthquake hit the country of Haiti Saturday morning causing  damage to homes, roads, and buildings and killing over 200 people. \n\nWe got word last night from Robenson that our youth empowerment program zone was not affected.🙏🏽 https://t.co/WQYgOCrYmc",200,0.43544337153434753,-1,0.7233205437660217,Haiti,"[-87.940033, 41.644102, -87.523993, 42.0230669]"
36,2021-08-15T13:40:28.000Z,"The death toll in Haiti has risen to 304 with another 1800 people injured, according to a BBC Report. #PrayForHaiti",304,0.7843798398971558,1800,0.8761376738548279,Haiti,"[-78.3688776, 17.7057855, -76.183028, 18.5250291]"
37,2021-08-15T11:19:42.000Z,Haiti earthquake: Death toll rises to 304 and state of emergency declared following 7.2-magnitude earthquake in western #Haiti| World News | Sky News #Haitiearthquake2021 https://t.co/4GDU4nZ6VI,304,0.3575732707977295,-1,0.014896106906235218,western #Haiti,"[101.6682318, 3.1049064, 101.7423782, 3.1921549]"
38,2021-08-15T04:50:16.000Z,Earthquake of 7.2 magnitude hits #Haiti. Devastating and tragic news. 300 feared death and massive damages to infrastructure. #HaitiQuake 😭 https://t.co/fkLwEHAjYT,300,0.22061645984649658,-1,0.03609125316143036,Haiti,"[72.4367386, 22.9232559, 72.7037246, 23.1046616]"
39,2021-08-15T04:01:58.000Z,"Due to 7.2-magnitude earthquake struck Haiti, at least 304 people died, wounding more than 1,800 others, and causing a landslide which blocked a national highway.\nThe number of casualties is expected to increase.\n #PrayForHaiti #haitiearthquake #Haiti https://t.co/GSF5xicK1O",304,0.9398555159568787,304,0.9128906726837158,Haiti,"[79.6505263, 5.9213829, 81.8787816, 9.8359375]"
40,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,0.9940916299819946,304,0.40553706884384155,304,"[-66.041626, 18.424088, -65.981677, 18.457703]"
41,2021-08-14T21:03:46.000Z,"Let’s keep Haiti 🇭🇹 #Haiti in our prayers. The toll has risen to at least 227 deaths, with hundreds injured and missing, after a 7.2 magnitude earthquake struck Haiti. Prime Minister Ariel Henry said he was rushing aid to damaged towns and hospitals overwhelmed with casualties.",227,0.9454145431518555,-1,0.12477965652942657,Haiti,"[-61.0797364, 13.7079554, -60.872973, 14.1101013]"
42,2021-08-14T20:17:58.000Z,"227 dead and hundreds of wounded, provisional death toll from 14 August #Haiti #haitiearthquake https://t.co/ZrzzghZLXx",227,0.22266124188899994,227,0.13190825283527374,Haiti,"[-3.3285119, 55.894729, -3.077505, 55.991662]"
43,2021-08-14T19:50:12.000Z,DEVELOPING: At least 227 people confirmed dead after 7.2M #earthquake rocks Haiti; death toll expected to rise. #BREAKING,227,0.18946509063243866,227,0.027658462524414062,Haiti,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
44,2021-08-14T19:04:33.000Z,JUST IN: Haiti #earthquake Death Toll rises to 29.,29,0.5995832681655884,29,0.2603238821029663,Haiti,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
45,2021-08-14T17:12:58.000Z,🚨#BREAKING After a 7.2 magnitude earthquake hits #Haiti this morning so far the earthquake has claimed at least 29 people and extensive to extreme material damage https://t.co/NkPuoBi7Bj,29,0.32870298624038696,29,0.07550591230392456,Haiti,"[-80.519851, 39.719801, -74.689517, 42.516072]"
46,2021-08-14T16:51:31.000Z,A lot of damage in Okay. So far 29 reported deaths. #haitiearthquake #tranbleman #lescayes #ayiti #haiti https://t.co/ZPTHugLeD3,29,0.5432809591293335,-1,0.046375926584005356,Okay,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
47,2021-08-14T14:25:53.000Z,"Collapsed structures in the aftermath of the quake. #Haiti was earlier struck by 7.0 #earthquake in 2010 which killed more than 220,000 people. Prayers for people for Haiti. #haitiearthquake https://t.co/67wIolkOz7",220000,0.05433633178472519,-1,0.02038712240755558,Haiti,"[66.654132, 23.703272, 71.124185, 28.529442]"
