,time,text,deaths,death_score,injuries,injury_score
14,2021-08-23T16:47:59.000Z,"This happened last week in E. St. Louis...\nApartment fire that resulted in 5 children.dead 🥺\nY'all pray for Sabrina Dunigan the family.\n\nhttps://t.co/UWYaSkEkGE @ East Saint Louis, Illinois https://t.co/nbDsmNauS6",5,0.5141839981079102,5,0.2807646095752716
15,2021-08-22T23:58:38.000Z,"that mother lost her 5 children, FIVE CHILDREN— to a house fire. My stomach hurts so bad. that pains me and it’s beyond sad. I pray for her mental health and healing. may her babies rest easy 🤧🥺",5,0.08645561337471008,5,0.04168085753917694
16,2021-08-21T15:00:37.000Z,"A week ago today a 7.2-magnitude earthquake rocked #Haiti, killing at least 2,000 people and injuring 12,000 more. 130,000 homes are destroyed.\n\nOur teams are working to provide medical care, logistics support and essential items.\n\nDonate to #HelpHaiti: https://t.co/nrYbSCKnYO https://t.co/HWMBx9wqhe",2000,0.5365443229675293,12000,0.5642812848091125
17,2021-08-19T15:39:15.000Z,"#Haiti earthquake death toll rises to 2,189, over 12,000 injured &amp; more than 1.2m people impacted by disaster that struck the country last weekend https://t.co/o4JB3GpMT3",2189,0.9324333667755127,12000,0.5554928779602051
18,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,0.9468318223953247,-1,0.5092427730560303
19,2021-08-18T08:51:32.000Z,"The Death Toll From #Haiti's #Earthquake Rises By 500 To 1,941\n\nhttps://t.co/yB0lrzir8y",1941,0.4565750062465668,1941,0.013404701836407185
20,2021-08-18T04:44:10.000Z,"America's greatest tragedies is a politicized one, when it was a medical problem to begin with. A tragedy where a humanitarian approach was needed, but hostility and defiance against a severe public health threat fostered a reaction that caused over half a million people die.",1000000,0.5309351086616516,1000000,0.014252236112952232
21,2021-08-18T04:31:03.000Z,"#Haiti #earthquake: Death toll reaches nearly 2,000\nhttps://t.co/Q44tkr6uiD",2000,0.6145854592323303,2000,0.00018252000154461712
22,2021-08-18T01:50:44.000Z,"The death toll in Haiti’s devastating earthquake surged to nearly 2,000 as the search for survivors was hampered by heavy rains brought by Tropical Storm Grace https://t.co/2cYzLuDlj8 #PrayForHaiti #HaitiRelief #haitiearthquake #prayerispowerful #TropicalStormGrace",2000,0.5197925567626953,-1,0.022986317053437233
23,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,0.9084495902061462,6900,0.927606463432312
24,2021-08-16T17:29:38.000Z,"@NJGuy4Biden @GOP Or close to home humanitarian news-Death toll of powerful earthquake in Haiti soars to 1,297-",1297,0.6865153908729553,1297,0.10728153586387634
25,2021-08-16T10:32:27.000Z,"the fall of #Afghanistan  is huge news but another long suffering country has had a disastrous event too. #Haiti\nBBC News - Haiti earthquake: Rescuers search for survivors as death toll climbs to 1,297\nhttps://t.co/smlc2b3wta",1297,0.05943427234888077,1297,0.0015752280596643686
26,2021-08-16T05:48:15.000Z,Complete panic and chaos right now at kabul Airport. Two people shot dead and many injured at airport. It is heart breaking to see humanitarian crisis unfolding.\nVideo @SultanFaizy https://t.co/aLEQlEJBWh,2,0.7164229154586792,-1,0.054696496576070786
27,2021-08-16T03:34:06.000Z,Death toll rises to 1300 at #Haiti,1300,0.692963719367981,1300,0.0009772911434993148
28,2021-08-16T01:38:22.000Z,"Death toll of powerful #Haiti earthquake soars over 1,200",1200,0.7200279235839844,1200,0.07016932964324951
29,2021-08-16T00:56:43.000Z,"Heartbreaking.  Already nearly 1300 casualties and countless hurt. Sadly, numbers will rise.  \n#Haiti #earthquake\nPhotos Show The Devastation Caused By Haiti Earthquake.\nhttps://t.co/t4kDzM1O0D",1300,0.5864247679710388,-1,0.2555657625198364
30,2021-08-16T00:54:11.000Z,"This is appalling. I am so, so sorry to the people of #Haiti\nPlease, please can we send some help @BorisJohnson and @DominicRaab?? \nDeath toll from Haiti quake jumps to 724 as tropical storm looms https://t.co/Cf0r1Dbu6P via https://t.co/McTOn1C34H",724,0.9188137650489807,724,0.7757464647293091
31,2021-08-15T21:35:15.000Z,Death toll in massive #Haiti quake jumps to 724: govt https://t.co/7nXVhGj2Fh,724,0.955442488193512,724,0.1573672890663147
32,2021-08-15T20:37:36.000Z,#Earthquake in #HAITI\nhttps://t.co/glN5yUwkiF\n\nPORT-AU-PRINCE (Reuters) -  The death toll from a devastating earthquake in Haiti rose to 724 on Sunday as rescue workers scrambled to find survivors buried un...,724,0.9765985608100891,724,0.026468930765986443
33,2021-08-15T19:20:01.000Z,Haiti death toll is standing at 724ppl and counting #Haitiearthquake2021,724,0.13838692009449005,-1,1.1024712875951082e-05
34,2021-08-15T17:01:28.000Z,"Let's pray for our brothers and sisters in Haiti as the death toll continues to rise over 700 people from the tropical storm. @ Atlanta, Georgia https://t.co/RafEfZ5d7a",700,0.5994293093681335,700,0.04084804654121399
35,2021-08-15T16:23:51.000Z,"Gosh, another huge earthquake / tsunami in Haiti. \n\nDeath toll over 700.\n\n#PrayForHaiti 🙏🏻",700,0.5041226148605347,700,0.4578661322593689
36,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,0.9597746729850769,724,0.11996602267026901
37,2021-08-15T13:40:28.000Z,"The death toll in Haiti has risen to 304 with another 1800 people injured, according to a BBC Report. #PrayForHaiti",304,0.953027606010437,1800,0.8671619296073914
38,2021-08-15T11:19:42.000Z,Haiti earthquake: Death toll rises to 304 and state of emergency declared following 7.2-magnitude earthquake in western #Haiti| World News | Sky News #Haitiearthquake2021 https://t.co/4GDU4nZ6VI,304,0.9827178716659546,304,0.6418694257736206
39,2021-08-15T04:50:16.000Z,Earthquake of 7.2 magnitude hits #Haiti. Devastating and tragic news. 300 feared death and massive damages to infrastructure. #HaitiQuake 😭 https://t.co/fkLwEHAjYT,300,0.6062765121459961,300,0.015797099098563194
40,2021-08-15T04:01:58.000Z,"Due to 7.2-magnitude earthquake struck Haiti, at least 304 people died, wounding more than 1,800 others, and causing a landslide which blocked a national highway.\nThe number of casualties is expected to increase.\n #PrayForHaiti #haitiearthquake #Haiti https://t.co/GSF5xicK1O",304,0.6568096876144409,-1,0.579469621181488
41,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,0.7016302347183228,-1,0.6152787804603577
42,2021-08-14T23:47:34.000Z,"The magnitude 7.2 quake severely damaged several cities in #Haiti, burying people in the rubble of collapsed buildings. It was more powerful than the 2010 #earthquake, which killed more than 220,000 people. @tnatw \n\nhttps://t.co/Pe0PTg114B",220000,0.37044966220855713,220000,0.15919432044029236
43,2021-08-14T21:03:46.000Z,"Let’s keep Haiti 🇭🇹 #Haiti in our prayers. The toll has risen to at least 227 deaths, with hundreds injured and missing, after a 7.2 magnitude earthquake struck Haiti. Prime Minister Ariel Henry said he was rushing aid to damaged towns and hospitals overwhelmed with casualties.",227,0.7030075788497925,-1,0.9017921686172485
44,2021-08-14T20:17:58.000Z,"227 dead and hundreds of wounded, provisional death toll from 14 August #Haiti #haitiearthquake https://t.co/ZrzzghZLXx",227,0.6369971036911011,-1,0.8328016996383667
45,2021-08-14T19:50:12.000Z,DEVELOPING: At least 227 people confirmed dead after 7.2M #earthquake rocks Haiti; death toll expected to rise. #BREAKING,227,0.634055495262146,227,0.0009288793662562966
46,2021-08-14T19:04:33.000Z,JUST IN: Haiti #earthquake Death Toll rises to 29.,29,0.8311910033226013,29,0.3340000808238983
47,2021-08-14T17:12:58.000Z,🚨#BREAKING After a 7.2 magnitude earthquake hits #Haiti this morning so far the earthquake has claimed at least 29 people and extensive to extreme material damage https://t.co/NkPuoBi7Bj,29,0.7302408814430237,29,0.6788372993469238
48,2021-08-14T16:51:31.000Z,A lot of damage in Okay. So far 29 reported deaths. #haitiearthquake #tranbleman #lescayes #ayiti #haiti https://t.co/ZPTHugLeD3,29,0.8709712624549866,29,0.000555032747797668
49,2021-08-14T16:33:35.000Z,Thanks for the notes about our families in #Haiti. Injuries and at least one death in our network. Lots of homes destroyed. We’ll be mobilizing support for our families and channeling excess resources to orgs we trust doing good work. https://t.co/kmpgq7j6EV @doWorkorg,1,0.26293227076530457,1,0.023398861289024353
50,2021-08-14T14:25:53.000Z,"Collapsed structures in the aftermath of the quake. #Haiti was earlier struck by 7.0 #earthquake in 2010 which killed more than 220,000 people. Prayers for people for Haiti. #haitiearthquake https://t.co/67wIolkOz7",220000,0.38139936327934265,220000,0.296236127614975
