,time,text,deaths,death_score,injuries,injury_score,city,city_score,country,country_score,earthquake,earthquake_score,tweet_loc
10,2021-08-28T01:14:20.000Z,The death toll in Kabul bombing rises to 170 which includes innocent women and children who were merely trying to get away from monstrous TB and live a Life. \nPlease pray for them and a peaceful neighborhood... \n#FarmersProtest,170,"{'170': {'170': 0.7944020628929138, 'none': 0.07050719112157822, '17': 0.014664098620414734, 'yes': 0.011968488804996014, '70': 0.01007847860455513}}",-1,"{'none': {'none': 0.2817409336566925, '4000': 0.045279886573553085, '5000': 0.03391306847333908, '4': 0.026205988600850105, '170': 0.02386082336306572}}",Kabul,"{'K': {'K': 0.7621370553970337, 'none': 0.11328156292438507, 'Af': 0.04722277820110321, ' Kabul': 0.01175467949360609, 'N': 0.008078865706920624}, 'abul': {'abul': 0.997863233089447, 'ab': 0.00034001728636212647, 'AB': 0.0003194166929461062, 'and': 0.0001907324040075764, 'af': 0.0001439723710063845}}",Afghanistan,-1,yes,-1,"[76.167294, 30.072684, 76.654115, 30.448265]"
11,2021-08-26T23:02:58.000Z,"My question is Why? \nUpdate: 12 Dead, 11 Marines &amp; 1 Corpsman. Many wounded…this didn’t need to happen like this. Please pray for our people still over there. #army #navy #marines #usa @ Miami, Florida https://t.co/tePaW9agVG",12,"{'12': {'12': 0.6979551315307617, 'none': 0.06803550571203232, '11': 0.021576231345534325, '1': 0.01788732409477234, '2': 0.0143728693947196}}",11,"{'11': {'11': 0.3971680998802185, 'none': 0.07759842276573181, '10': 0.0341661237180233, '12': 0.020085226744413376, '5': 0.015888724476099014}}",Miami,"{'Miami': {'Miami': 0.7309771180152893, 'none': 0.0638720691204071, 'USA': 0.02621304616332054, 'Florida': 0.01719093509018421, 'Mar': 0.009568195790052414}}",USA,-1,yes,-1,"[-80.321683, 25.7090404, -80.144974, 25.855667]"
12,2021-08-26T18:03:36.000Z,Fox News reporting US military death toll now up to 10. Pray for our country.,10,"{'10': {'10': 0.8075987100601196, 'none': 0.08646072447299957, '5': 0.0066671352833509445, '9': 0.0049160378985106945, '1': 0.004075538367033005}}",-1,"{'none': {'none': 0.25189176201820374, '10': 0.0480743832886219, '5000': 0.03657305985689163, '4000': 0.027606796473264694, '100': 0.026967283338308334}}",USA,"{'USA': {'USA': 0.2951122224330902, 'none': 0.18467651307582855, 'US': 0.10688256472349167, 'Washington': 0.029913000762462616, 'United': 0.0246057640761137}}",USA,-1,yes,-1,"[-83.67529, 36.540739, -75.16644, 39.466012]"
13,2021-08-26T16:30:48.000Z,"Covid running riot, Afghanistan a humanitarian tragedy, Brexit causing food shortages, 150,000 covid deaths, and torys still thieving and lying and telling the people how great they are doing. Lock the bastards up for dereliction of duty on all counts ffs",150000,"{'150': {'150': 0.3761909306049347, 'none': 0.2211512327194214, '15': 0.018011929467320442, '50': 0.015286525711417198, 'no': 0.014586505480110645}, ',': {',': 0.6235268712043762, '|': 0.17864343523979187, 'k': 0.10667286813259125, 'K': 0.047335799783468246, '.': 0.004542678594589233}, '000': {'000': 0.9746753573417664, '00': 0.0058410875499248505, '0000': 0.00465692114084959, '0001': 0.0009761436958797276, '001': 0.0009685471886768937}}",-1,"{'none': {'none': 0.1693805307149887, '4': 0.08651111274957657, '4000': 0.06581418216228485, '150': 0.041834037750959396, '3': 0.036918412894010544}}",Afghanistan,"{'Af': {'Af': 0.4914971590042114, 'none': 0.14757420122623444, 'UK': 0.04430980980396271, 'C': 0.03045365773141384, 'London': 0.02505049668252468}, 'ghan': {'ghan': 0.992148220539093, 'gan': 0.004890881013125181, 'gh': 0.0018275887705385685, 'g': 0.00036840769462287426, 'rica': 0.000343393738148734}, 'istan': {'istan': 0.9968507885932922, '|': 0.00167192576918751, 'ist': 0.000654735544230789, 'stan': 0.0001004069417831488, 'ast': 9.286124259233475e-05}}",Afghanistan,-1,yes,-1,"[-4.2037009, 50.3602507, -4.082159, 50.444179]"
14,2021-08-26T16:21:03.000Z,"**** My heart is breaking... 2 Isis Terror Attacks at the Kabul airport. 3 U.S troops injured, many casualties! Issis is now threatening a rocket attack. Plz pray for our troops, our Alli troops and Afghan people.****** DO NOT watch the vid it is very graphic****",2,"{'2': {'2': 0.2239987701177597, 'none': 0.19767822325229645, '3': 0.16388100385665894, '4': 0.030552702024579048, '1': 0.02532907947897911}}",3,"{'3': {'3': 0.26630714535713196, 'none': 0.0956994816660881, '2': 0.0632534921169281, '4': 0.03927498310804367, '5': 0.030827289447188377}}",Kabul,"{'K': {'K': 0.7229160666465759, 'none': 0.11260860413312912, 'Af': 0.061224233359098434, 'N': 0.009389040991663933, 'B': 0.008285799995064735}, 'abul': {'abul': 0.9969629645347595, 'ab': 0.00045713051804341376, 'AB': 0.0003560135664884001, 'af': 0.0002390162117080763, 'hal': 0.00013199729437474161}}",Afghanistan,-1,yes,-1,"[-115.384091, 36.129459, -115.062159, 36.336371]"
15,2021-08-26T14:42:45.000Z,"A Sad Day,3 Troops are Wounded in Kabul airport &amp; Hotel Attack, also second explosion.. I’m sorry but I blame Joe Biden Just wouldn’t #ListentoIntelligence back in April. A little girl lost her life in a mans arms #Pray",3,"{'3': {'3': 0.4500214159488678, 'none': 0.13302607834339142, '2': 0.09581508487462997, '1': 0.04318724572658539, '4': 0.029221951961517334}}",-1,"{'none': {'none': 0.17532825469970703, '2': 0.1282728910446167, '1': 0.07423865795135498, '3': 0.06602922827005386, '4': 0.0400487519800663}}",Kabul,"{'K': {'K': 0.7627683281898499, 'none': 0.07094850391149521, 'Af': 0.06876564770936966, 'N': 0.009452974423766136, 'B': 0.006703161634504795}, 'abul': {'abul': 0.9977666139602661, 'ab': 0.00045040613622404635, 'AB': 0.0004165575373917818, 'and': 0.00015324295964092016, 'af': 0.00010450262925587595}}",Afghanistan,-1,yes,-1,"[-84.3219475, 33.752879, -75.40012, 36.588118]"
16,2021-08-23T16:47:59.000Z,"This happened last week in E. St. Louis...\nApartment fire that resulted in 5 children.dead 🥺\nY'all pray for Sabrina Dunigan the family.\n\nhttps://t.co/UWYaSkEkGE @ East Saint Louis, Illinois https://t.co/nbDsmNauS6",5,"{'5': {'5': 0.653468668460846, 'none': 0.16266122460365295, 'yes': 0.015732552856206894, 'five': 0.01512985024601221, '4': 0.014550235122442245}}",-1,"{'none': {'none': 0.3348678648471832, '5': 0.11129378527402878, '5000': 0.05684330686926842, '4': 0.04461682587862015, '500': 0.04224236309528351}}",East St. Louis,"{'East': {'East': 0.33288565278053284, 'E': 0.28031784296035767, 'none': 0.19569337368011475, 'St': 0.08549211174249649, 'Saint': 0.01618947833776474}, ' St': {' St': 0.5620014667510986, ' Saint': 0.4242209494113922, '|': 0.0053820377215743065, ' Chicago': 0.0013396948343142867, ' |': 0.0008854842744767666}, '.': {'.': 0.7323590517044067, ' Louis': 0.2611306607723236, ',': 0.0016528827836737037, 'Louis': 0.0006472782115451992, ' L': 0.000532436475623399}, ' Louis': {' Louis': 0.9868087768554688, 'Louis': 0.011310442350804806, ' Lou': 0.00041847056127153337, ' L': 0.00019460689509287477, ' Louise': 0.0001856952003436163}}",USA,-1,no,-1,"[-90.183218, 38.57847, -90.042091, 38.645742]"
17,2021-08-22T23:58:38.000Z,"that mother lost her 5 children, FIVE CHILDREN— to a house fire. My stomach hurts so bad. that pains me and it’s beyond sad. I pray for her mental health and healing. may her babies rest easy 🤧🥺",5,"{'5': {'5': 0.5463559627532959, 'none': 0.22074776887893677, '4': 0.02101966179907322, 'five': 0.018549785017967224, '1': 0.012551413848996162}}",-1,"{'none': {'none': 0.31851524114608765, '4000': 0.07332637161016464, '4': 0.06676442176103592, '5000': 0.05984724313020706, '5': 0.05406747758388519}}",,"{'none': {'none': 0.37227490544319153, 'B': 0.013560112565755844, 'S': 0.012838456779718399, 'K': 0.01064345519989729, 'C': 0.010478442534804344}}",,-1,yes,-1,"[-75.280284, 39.871811, -74.955712, 40.13792]"
18,2021-08-21T15:00:37.000Z,"A week ago today a 7.2-magnitude earthquake rocked #Haiti, killing at least 2,000 people and injuring 12,000 more. 130,000 homes are destroyed.\n\nOur teams are working to provide medical care, logistics support and essential items.\n\nDonate to #HelpHaiti: https://t.co/nrYbSCKnYO https://t.co/HWMBx9wqhe",2000,"{'2': {'2': 0.34606438875198364, 'none': 0.13135123252868652, '12': 0.11411993205547333, '2000': 0.047945376485586166, '4000': 0.01967674307525158}, ',': {',': 0.8717045187950134, '|': 0.06414046883583069, 'k': 0.025513315573334694, 'K': 0.012828901410102844, '.': 0.0017635441618040204}, '000': {'000': 0.955580472946167, '100': 0.0052550737746059895, '001': 0.003288540756329894, '00': 0.0027476788964122534, '0': 0.0018303486285731196}}",12000,"{'12': {'12': 0.8608771562576294, '10': 0.010752511210739613, 'none': 0.009125538170337677, '10000': 0.007744743023067713, '4000': 0.007624671328812838}, ',': {',': 0.6415802836418152, '000': 0.2323649674654007, '0000': 0.09838952124118805, '|': 0.014624296687543392, '00000': 0.003089461475610733}, '000': {'000': 0.9736472964286804, '0000': 0.01187932025641203, '00': 0.004799679387360811, '500': 0.0015340695390477777, '0001': 0.0005138489650562406}}",Haiti,"{'H': {'H': 0.5112775564193726, 'none': 0.2491767853498459, 'Port': 0.20657481253147125, 'Ha': 0.0027681041974574327, 'P': 0.0010925070382654667}, 'ait': {'ait': 0.9978631138801575, 'av': 0.0007543612737208605, 'ai': 0.00015325777349062264, 'ond': 8.664410415804014e-05, 'ut': 3.5837554605677724e-05}, 'i': {'i': 0.9984941482543945, 'ian': 0.0003678788198158145, 'í': 0.0003349574690219015, 'ï': 0.00016324523312505335, 'is': 6.912238313816488e-05}}",Haiti,-1,yes,-1,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
19,2021-08-19T15:39:15.000Z,"#Haiti earthquake death toll rises to 2,189, over 12,000 injured &amp; more than 1.2m people impacted by disaster that struck the country last weekend https://t.co/o4JB3GpMT3",2189,"{'2': {'2': 0.5048589706420898, 'none': 0.1091834157705307, '12': 0.04209395498037338, '22': 0.020355306565761566, '20': 0.0198837760835886}, '189': {'189': 0.9672064781188965, ',': 0.008769563399255276, '190': 0.005075433757156134, '187': 0.0037717418745160103, '188': 0.002360295969992876}}",120000,"{'12': {'12': 0.7926023006439209, 'over': 0.027764521539211273, 'none': 0.015453285537660122, 'more': 0.013744436204433441, '10000': 0.009899746626615524}, '0000': {'0000': 0.6899747848510742, '000': 0.20395615696907043, '00000': 0.06318267434835434, '2000': 0.009173717349767685, '1000': 0.005435247905552387}}",Haiti,"{'H': {'H': 0.5724015831947327, 'none': 0.23861248791217804, 'Port': 0.1470048874616623, '#': 0.00269248872064054, 'Ha': 0.002267302479594946}, 'ait': {'ait': 0.9952793121337891, 'av': 0.001749400864355266, 'ai': 0.0003391368081793189, 'ond': 0.00014700494648423046, 'ou': 9.946851787390187e-05}, 'i': {'i': 0.9969785213470459, 'ian': 0.0012820742558687925, 'í': 0.0002883130800910294, 'ï': 0.00019508237892296165, 'ip': 0.00012303692346904427}}",Haiti,-1,yes,-1,"[35.59812591978788, -0.17524245127580623, 35.59812591978788, -0.17524245127580623]"
20,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,"{'2': {'2': 0.48839011788368225, 'none': 0.07849143445491791, '12': 0.06306964159011841, '22': 0.02431551180779934, '20': 0.020475713536143303}, '189': {'189': 0.9284108281135559, ',': 0.030313687399029732, '190': 0.010153813287615776, '187': 0.004576682113111019, '188': 0.00373537908308208}}",120000,"{'12': {'12': 0.764528214931488, 'over': 0.030346965417265892, '10000': 0.015621277503669262, 'none': 0.012749715708196163, '120': 0.00829639844596386}, '0000': {'0000': 0.5368951559066772, '000': 0.39280086755752563, '00000': 0.01204835157841444, '1000': 0.011954590678215027, '2000': 0.011056188493967056}}",Haiti,"{'H': {'H': 0.5738676190376282, 'none': 0.24299085140228271, 'Port': 0.1428469568490982, 'Ha': 0.002741893520578742, '#': 0.0017024802509695292}, 'ait': {'ait': 0.9945499300956726, 'av': 0.0012014633975923061, 'ai': 0.00040243982220999897, 'ond': 0.00019309273920953274, 'ain': 0.00010747228952823207}, 'i': {'i': 0.997287392616272, 'ian': 0.0008410653099417686, 'í': 0.00028393114916980267, 'is': 0.0002447639708407223, 'ï': 0.00013204023707658052}}",Haiti,-1,yes,-1,"[88.094457, 22.269493, 88.610027, 22.955918]"
21,2021-08-18T08:51:32.000Z,"The Death Toll From #Haiti's #Earthquake Rises By 500 To 1,941\n\nhttps://t.co/yB0lrzir8y",1941,"{'1': {'1': 0.32193243503570557, 'none': 0.12411600351333618, '18': 0.06540454179048538, '19': 0.054222267121076584, '17': 0.03113722801208496}, ',': {',': 0.8780093789100647, '.': 0.0842600092291832, '|': 0.017388032749295235, '_': 0.008408304303884506, ' 9': 0.0016817665891721845}, '9': {'9': 0.9384134411811829, '940': 0.028783882036805153, '951': 0.0036027254536747932, '930': 0.002344338223338127, '900': 0.002005218528211117}, '41': {'41': 0.9985274076461792, '42': 0.0005107661709189415, '44': 0.00010376844147685915, '43': 7.894286682130769e-05, '45': 6.443129677791148e-05}}",-1,"{'none': {'none': 0.1416061520576477, '9': 0.055453766137361526, '1': 0.033898208290338516, '4': 0.031106743961572647, '5000': 0.028769034892320633}}",Haiti,"{'H': {'H': 0.5786543488502502, 'none': 0.21963241696357727, 'Port': 0.1374424546957016, 'all': 0.004630108363926411, 'P': 0.003132888115942478}, 'ait': {'ait': 0.9970443844795227, 'av': 0.0010142711689695716, 'ond': 0.0002729873813223094, 'ai': 0.00014385422400664538, 'ou': 5.2100553148193285e-05}, 'i': {'i': 0.9974715709686279, 'í': 0.0006449861684814095, 'ian': 0.0005182609311304986, 'ï': 0.0002952961949631572, 'is': 0.00016180895909201354}}",Haiti,-1,yes,-1,"[38.9296592, 20.9137751, 39.5785981, 22.2576464]"
22,2021-08-18T04:31:03.000Z,"#Haiti #earthquake: Death toll reaches nearly 2,000\nhttps://t.co/Q44tkr6uiD",2000,"{'2': {'2': 0.2642075717449188, 'none': 0.15054093301296234, '2000': 0.04925680533051491, '1': 0.015620904974639416, '2500': 0.015378723852336407}, ',': {',': 0.7105048894882202, '|': 0.08485770970582962, 'k': 0.026701664552092552, '134': 0.00915603619068861, 'K': 0.008736751042306423}, '000': {'000': 0.7780712842941284, '0': 0.01101222075521946, '001': 0.010105381719768047, '100': 0.008643591776490211, '09': 0.0065245251171290874}}",-1,"{'none': {'none': 0.16069576144218445, '4': 0.030193839222192764, '2': 0.02836448699235916, '4000': 0.024643493816256523, '5000': 0.02369941584765911}}",Haiti,"{'H': {'H': 0.6550980806350708, 'none': 0.18191415071487427, 'Port': 0.10365157574415207, 'all': 0.003546761581674218, 'N': 0.0021013866644352674}, 'ait': {'ait': 0.998042106628418, 'av': 0.0006869770004414022, 'ai': 0.00011040725075872615, 'ond': 0.00011040725075872615, 'ain': 4.531104423222132e-05}, 'i': {'i': 0.9979134202003479, 'í': 0.00045047240564599633, 'ian': 0.00043661281233653426, 'ï': 0.00030960486037656665, 'is': 9.591111302142963e-05}}",Haiti,-1,yes,-1,"[103.7014313, 1.4264073, 103.9747568, 1.6244]"
