,time,text,deaths,death_score,injuries,injury_score,city,city_score,country,country_score,earthquake,earthquake_score,tweet_loc
10,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,"{'2': {'2': 0.48839011788368225, 'none': 0.07849143445491791, '12': 0.06306964159011841, '22': 0.02431551180779934, '20': 0.020475713536143303}, '189': {'189': 0.9284108281135559, ',': 0.030313687399029732, '190': 0.010153813287615776, '187': 0.004576682113111019, '188': 0.00373537908308208}}",120000,"{'12': {'12': 0.764528214931488, 'over': 0.030346965417265892, '10000': 0.015621277503669262, 'none': 0.012749715708196163, '120': 0.00829639844596386}, '0000': {'0000': 0.5368951559066772, '000': 0.39280086755752563, '00000': 0.01204835157841444, '1000': 0.011954590678215027, '2000': 0.011056188493967056}}",Haiti,"{'H': {'H': 0.5738676190376282, 'none': 0.24299085140228271, 'Port': 0.1428469568490982, 'Ha': 0.002741893520578742, '#': 0.0017024802509695292}, 'ait': {'ait': 0.9945499300956726, 'av': 0.0012014633975923061, 'ai': 0.00040243982220999897, 'ond': 0.00019309273920953274, 'ain': 0.00010747228952823207}, 'i': {'i': 0.997287392616272, 'ian': 0.0008410653099417686, 'í': 0.00028393114916980267, 'is': 0.0002447639708407223, 'ï': 0.00013204023707658052}}",Haiti,-1,yes,-1,"[88.094457, 22.269493, 88.610027, 22.955918]"
11,2021-08-18T01:50:44.000Z,"The death toll in Haiti’s devastating earthquake surged to nearly 2,000 as the search for survivors was hampered by heavy rains brought by Tropical Storm Grace https://t.co/2cYzLuDlj8 #PrayForHaiti #HaitiRelief #haitiearthquake #prayerispowerful #TropicalStormGrace",2000,"{'2': {'2': 0.21843700110912323, 'none': 0.21505045890808105, '2000': 0.09105808287858963, '26': 0.013324741274118423, '4000': 0.01251743733882904}, ',': {',': 0.693960964679718, '|': 0.11152967810630798, 'k': 0.016970528289675713, '180': 0.008206411264836788, 'K': 0.008016310632228851}, '000': {'000': 0.7582746148109436, '001': 0.014784002676606178, '100': 0.011072706431150436, '0': 0.009108158759772778, '002': 0.006458652205765247}}",4000,"{'4': {'4': 0.1176338642835617, 'none': 0.10140672326087952, '4000': 0.07897564023733139, '5000': 0.03587630018591881, '40': 0.029511040076613426}, ',': {',': 0.47679275274276733, '0000': 0.45495885610580444, '|': 0.03508266061544418, '000000': 0.009895517490804195, '200': 0.005908884108066559}, '000': {'000': 0.9214735627174377, '500': 0.015487552620470524, '0000': 0.0065068090334534645, '200': 0.004686678294092417, '00': 0.004300737753510475}}",Haiti,"{'H': {'H': 0.3524758219718933, 'none': 0.32093289494514465, 'Port': 0.25787681341171265, 'Ha': 0.0070903305895626545, 'P': 0.006455820053815842}, 'ait': {'ait': 0.9918991327285767, 'av': 0.0038680341094732285, 'ai': 0.0004583757254295051, 'ain': 0.0003053440304938704, 'oa': 0.00010972768359351903}, 'i': {'i': 0.9977937936782837, 'ian': 0.0006656752084381878, 'í': 0.0003295331262052059, 'ï': 0.0001606016157893464, 'is': 0.00015935179544612765}}",Haiti,-1,yes,-1,"[-0.254563, 51.463873, -0.177653, 51.532901]"
12,2021-08-17T21:19:55.000Z,"The Haiti earthquake death toll is now over 1900 people. And the conditions that occur after such an enormous natural disaster are also perfect for an intensified spread of communicable diseases, including COVID-19. The need for humanitarian and medical aid cannot be overstated.",1900,"{'1900': {'1900': 0.5639838576316833, '19': 0.1590789556503296, 'none': 0.06841900944709778, '18': 0.024779722094535828, 'yes': 0.024586884304881096}}",4000,"{'4000': {'4000': 0.2132624387741089, 'none': 0.12537051737308502, '4': 0.12537051737308502, '5000': 0.03944958373904228, '400': 0.031207187101244926}}",Haiti,"{'H': {'H': 0.5717675089836121, 'none': 0.2204360067844391, 'Port': 0.1217363178730011, 'Ha': 0.0074259634129703045, 'New': 0.0038525392301380634}, 'ait': {'ait': 0.9920293092727661, 'av': 0.0028302855789661407, 'ai': 0.000661829486489296, 'ain': 0.00043403837480582297, 'ond': 0.00020502520783338696}, 'i': {'i': 0.9976422190666199, 'ian': 0.0004907635739073157, 'í': 0.0003792327188421041, 'ï': 0.00029076781356707215, 'is': 0.000166973884915933}}",Haiti,-1,yes,-1,"[-74.026675, 40.683935, -73.910408, 40.877483]"
13,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,"{'1': {'1': 0.3315814137458801, '14': 0.08582504838705063, 'none': 0.08189482986927032, '15': 0.050849657505750656, '13': 0.03662563115358353}, ',': {',': 0.846865713596344, '|': 0.12011110037565231, '.': 0.014571129344403744, '000000': 0.003543020458891988, '+': 0.0013136272318661213}, '400': {'400': 0.9208624958992004, '300': 0.005738430190831423, '500': 0.0052658794447779655, '399': 0.0038525997661054134, '4': 0.00326965912245214}}",6900,"{'6': {'6': 0.7841068506240845, '6000': 0.09814248979091644, '65': 0.008778959512710571, '7': 0.0074506052769720554, '69': 0.006783853285014629}, ',': {',': 0.981741726398468, '0000': 0.009183911606669426, '.': 0.0009022539597935975, '200': 0.0008542368886992335, '100': 0.0005221845931373537}, '900': {'900': 0.9614593386650085, '9': 0.016803333535790443, '000': 0.0025768745690584183, '930': 0.001743600587360561, '920': 0.0016125669935718179}}",Haiti,"{'H': {'H': 0.394712895154953, 'none': 0.30263686180114746, 'Port': 0.26293548941612244, 'P': 0.00363517994992435, 'Ha': 0.0029209491331130266}, 'ait': {'ait': 0.9962688684463501, 'av': 0.0009520785533823073, 'ai': 0.00016035618318710476, 'ond': 0.00015421303396578878, 'ut': 0.00010034833394456655}, 'i': {'i': 0.998103141784668, 'ian': 0.0005434767226688564, 'í': 0.0002775807515718043, 'ï': 0.00018782053666654974, 'ip': 0.0001037243491737172}}",Haiti,-1,yes,-1,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
14,2021-08-16T22:15:43.000Z,"The death toll #Haiti #haitiearthquake is over 1,400!!!",1400,"{'14': {'14': 0.31540367007255554, '1': 0.18833613395690918, '13': 0.09178769588470459, 'none': 0.05699228122830391, 'over': 0.03324330225586891}, '00': {'00': 0.7879934310913086, '40': 0.07103976607322693, '04': 0.03355681151151657, '01': 0.006979150697588921, '400': 0.006607728078961372}}",4000,"{'4000': {'4000': 0.07311130315065384, '5000': 0.05828941613435745, 'none': 0.05562014877796173, '4': 0.04069256782531738, '100': 0.03193996474146843}}",Port au Prince,"{'Port': {'Port': 0.35582250356674194, 'H': 0.3395282030105591, 'none': 0.23702889680862427, 'P': 0.00424076896160841, 'Ha': 0.004175021778792143}, ' au': {' au': 0.4948725998401642, '-': 0.45058661699295044, ' Au': 0.023880215361714363, 'au': 0.003577316179871559, '_': 0.002556592458859086}, ' Prince': {' Prince': 0.8971462249755859, ' Pa': 0.020132672041654587, ' prince': 0.014054869301617146, ' Pr': 0.012897472828626633, 'Prince': 0.006796490866690874}}",Haiti,-1,yes,-1,"[-77.064086, 38.979735, -76.97162, 39.036964]"
15,2021-08-16T21:27:51.000Z,"#PrayForHaiti \n\nDevastating Photos From Haiti Earthquake Show Extent Of Death Toll, Injuries, Hopelessness https://t.co/QASoRJXmEp",-1,"{'none': {'none': 0.19922776520252228, '4000': 0.03127710148692131, '6': 0.028036611154675484, '4': 0.02696254663169384, '400': 0.025328967720270157}}",4000,"{'4000': {'4000': 0.09041605144739151, 'none': 0.07794350385665894, '4': 0.05315285176038742, '5000': 0.044065263122320175, '400': 0.03431806340813637}}",Haiti,"{'H': {'H': 0.6511295437812805, 'none': 0.1752491444349289, 'Port': 0.10302366316318512, 'P': 0.013513762503862381, 'Ha': 0.0031600368674844503}, 'ait': {'ait': 0.997186005115509, 'av': 0.0006971967522986233, 'ai': 0.00018911970255430788, 'ond': 0.00013944812235422432, 'ain': 9.509535448160022e-05}, 'i': {'i': 0.9970368146896362, 'ian': 0.0008149835630320013, 'í': 0.0003760531253647059, 'ï': 0.0002604843757580966, 'ip': 0.00014841953816358}}",Haiti,-1,yes,-1,"[-118.668404, 33.704538, -118.155409, 34.337041]"
16,2021-08-16T00:54:11.000Z,"This is appalling. I am so, so sorry to the people of #Haiti\nPlease, please can we send some help @BorisJohnson and @DominicRaab?? \nDeath toll from Haiti quake jumps to 724 as tropical storm looms https://t.co/Cf0r1Dbu6P via https://t.co/McTOn1C34H",724,"{'7': {'7': 0.3978292644023895, 'none': 0.3002972900867462, '24': 0.06545320153236389, '725': 0.008789192885160446, 'yes': 0.008585592731833458}, '24': {'24': 0.9948205947875977, '23': 0.0016816071001812816, '22': 0.0004455815360415727, '21': 0.00043187240953557193, '26': 0.00028994542662985623}}",4000,"{'4000': {'4000': 0.27842044830322266, 'none': 0.08968647569417953, '4': 0.07671289891004562, '400': 0.037680111825466156, '3': 0.037680111825466156}}",Haiti,"{'H': {'H': 0.5035800337791443, 'none': 0.36842700839042664, 'Port': 0.08888715505599976, 'Ha': 0.0025019117165356874, 'Nice': 0.001553472364321351}, 'ait': {'ait': 0.9972193241119385, 'av': 0.0008151327492669225, 'ai': 0.0002861385000869632, 'ain': 0.00010444530926179141, 'ond': 9.289557783631608e-05}, 'i': {'i': 0.9976105690002441, 'í': 0.0005183331668376923, 'ian': 0.00036755329347215593, 'ï': 0.0002429378655506298, 'ip': 0.000221197449718602}}",Haiti,-1,yes,-1,"[-1.476463, 50.883056, -1.3164712, 50.959599]"
17,2021-08-15T20:37:36.000Z,#Earthquake in #HAITI\nhttps://t.co/glN5yUwkiF\n\nPORT-AU-PRINCE (Reuters) -  The death toll from a devastating earthquake in Haiti rose to 724 on Sunday as rescue workers scrambled to find survivors buried un...,724,"{'7': {'7': 0.5598675012588501, 'none': 0.1934850513935089, '24': 0.04631716385483742, '74': 0.016514893621206284, 'yes': 0.013479063287377357}, '24': {'24': 0.994941771030426, '23': 0.0014498124364763498, '26': 0.0004387268563732505, '44': 0.0003963566559832543, '22': 0.0003932722029276192}}",4000,"{'4000': {'4000': 0.19090570509433746, 'none': 0.11399500072002411, '4': 0.09826983511447906, '5000': 0.04980073124170303, '3': 0.039395615458488464}}",Port-au-Prince,"{'Port': {'Port': 0.5020667910575867, 'none': 0.20929256081581116, 'H': 0.12112925201654434, 'PORT': 0.07820691913366318, 'Ha': 0.01117909699678421}, '-': {'-': 0.998017430305481, ' Prince': 0.0013661831617355347, 'Prince': 0.0002337263576919213, ' -': 5.9095276810694486e-05, ' prince': 5.5950287787709385e-05}, 'au': {'au': 0.806684672832489, 'A': 0.1563829481601715, 'a': 0.013879776000976562, 'à': 0.005923161283135414, 'AU': 0.00535113038495183}, 'Prince': {'Prince': 0.9651126861572266, 'pr': 0.019414007663726807, 'Pr': 0.006814958062022924, 'Prin': 0.006605283822864294, ' Prince': 0.00028571655275300145}}",Haiti,-1,yes,-1,"[-80.498527, 25.65479, -80.4158778, 25.6886916]"
18,2021-08-15T19:20:01.000Z,Haiti death toll is standing at 724ppl and counting #Haitiearthquake2021,724,"{'7': {'7': 0.5399873852729797, 'none': 0.1955704540014267, '24': 0.06349243223667145, '74': 0.01722278632223606, '0': 0.007349783089011908}, '24': {'24': 0.9910920262336731, '23': 0.0026771288830786943, '22': 0.000743411888834089, '21': 0.0006663900567218661, '26': 0.0006211437867023051}}",4000,"{'4000': {'4000': 0.16704195737838745, 'none': 0.13848264515399933, '4': 0.04638587683439255, '7': 0.03238255903124809, '400': 0.02971590869128704}}",Haiti,"{'H': {'H': 0.5668580532073975, 'none': 0.20211946964263916, 'Port': 0.17836979031562805, 'P': 0.003504933090880513, 'Ha': 0.0029745979700237513}, 'ait': {'ait': 0.995613694190979, 'av': 0.001618474954739213, 'ai': 0.0004288531781639904, 'ain': 0.000258088402915746, 'ond': 0.00013494463928509504}, 'i': {'i': 0.995549201965332, 'ian': 0.0007294565439224243, 'is': 0.0005172621458768845, 'í': 0.000452929874882102, 'ï': 0.0004254882805980742}}",Haiti,-1,yes,-1,"[-61.9305415, 10.0424194, -60.4930236, 11.3585325]"
19,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,"{'7': {'7': 0.5872368216514587, 'none': 0.12502992153167725, '24': 0.08593172580003738, '74': 0.012283300049602985, 'yes': 0.007930695079267025}, '24': {'24': 0.9955202341079712, '23': 0.0013208367163315415, '22': 0.00040917613659985363, '44': 0.0002993596426676959, '34': 0.00028565098182298243}}",4000,"{'4000': {'4000': 0.2304045557975769, 'none': 0.11953230947256088, '4': 0.07082054764032364, '3': 0.047546666115522385, '5000': 0.037612512707710266}}",Port-au-Prince,"{'Port': {'Port': 0.4338621199131012, 'none': 0.2935658097267151, 'H': 0.12237643450498581, 'P': 0.04363466054201126, 'PORT': 0.04229216277599335}, '-': {'-': 0.9986568689346313, ' Prince': 0.0005925759323872626, 'Prince': 0.0002470223989803344, ' -': 5.17787120770663e-05, '–': 4.292606172384694e-05}, 'au': {'au': 0.8544868230819702, 'A': 0.11746331304311752, 'a': 0.010425461456179619, 'AU': 0.0034649164881557226, 'à': 0.0028950462583452463}, 'Prince': {'Prince': 0.9575201272964478, 'pr': 0.024731971323490143, 'Pr': 0.006553320214152336, 'Prin': 0.005103730596601963, 'P': 0.0009894033428281546}}",Haiti,-1,yes,-1,"[-80.257234, 26.6655153, -80.1562012, 26.736442]"
20,2021-08-15T13:40:28.000Z,"The death toll in Haiti has risen to 304 with another 1800 people injured, according to a BBC Report. #PrayForHaiti",304,"{'304': {'304': 0.8935145735740662, 'none': 0.025746216997504234, '30': 0.008293526247143745, '300': 0.00731901079416275, '3': 0.004269141238182783}}",1800,"{'1800': {'1800': 0.8530261516571045, '18': 0.041163016110658646, '17': 0.01315649040043354, 'none': 0.007209162227809429, '3': 0.005658535752445459}}",Haiti,"{'H': {'H': 0.4547645151615143, 'none': 0.30770906805992126, 'Port': 0.16729852557182312, 'P': 0.006386298220604658, 'Ha': 0.005999371409416199}, 'ait': {'ait': 0.9964891672134399, 'av': 0.001113338628783822, 'ai': 0.0006053116521798074, 'ain': 0.00014265526260714978, 'ati': 6.429976929211989e-05}, 'i': {'i': 0.9976918697357178, 'ian': 0.0004946372355334461, 'í': 0.0003243910614401102, 'is': 0.00022823760809842497, 'ï': 0.0001709420612314716}}",Haiti,-1,yes,-1,"[-78.3688776, 17.7057855, -76.183028, 18.5250291]"
