,time,text,deaths,death_score,injuries,injury_score,location,tweet_loc
10,2021-08-19T15:39:15.000Z,"#Haiti earthquake death toll rises to 2,189, over 12,000 injured &amp; more than 1.2m people impacted by disaster that struck the country last weekend https://t.co/o4JB3GpMT3",2189,-1,12000,-1,Haiti,"[35.59812591978788, -0.17524245127580623, 35.59812591978788, -0.17524245127580623]"
11,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,-1,12000,-1,Haiti,"[88.094457, 22.269493, 88.610027, 22.955918]"
12,2021-08-18T04:44:10.000Z,"America's greatest tragedies is a politicized one, when it was a medical problem to begin with. A tragedy where a humanitarian approach was needed, but hostility and defiance against a severe public health threat fostered a reaction that caused over half a million people die.",500000,-1,500000,-1,America,"[-112.0383105, 40.6998952, -111.795741, 40.8317151]"
13,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,-1,6000,-1,Haiti,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
14,2021-08-16T05:48:15.000Z,Complete panic and chaos right now at kabul Airport. Two people shot dead and many injured at airport. It is heart breaking to see humanitarian crisis unfolding.\nVideo @SultanFaizy https://t.co/aLEQlEJBWh,-1,-1,2,-1,Kabul,"[69.328873, 27.708226, 75.382124, 34.019989]"
15,2021-08-16T00:56:43.000Z,"Heartbreaking.  Already nearly 1300 casualties and countless hurt. Sadly, numbers will rise.  \n#Haiti #earthquake\nPhotos Show The Devastation Caused By Haiti Earthquake.\nhttps://t.co/t4kDzM1O0D",1300,-1,6000,-1,Haiti,"[-83.800262, 42.215087, -83.659681, 42.326592]"
16,2021-08-16T00:54:11.000Z,"This is appalling. I am so, so sorry to the people of #Haiti\nPlease, please can we send some help @BorisJohnson and @DominicRaab?? \nDeath toll from Haiti quake jumps to 724 as tropical storm looms https://t.co/Cf0r1Dbu6P via https://t.co/McTOn1C34H",724,-1,4000,-1,Haiti,"[-1.476463, 50.883056, -1.3164712, 50.959599]"
17,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,-1,4000,-1,Haiti,"[-80.257234, 26.6655153, -80.1562012, 26.736442]"
18,2021-08-15T13:40:28.000Z,"The death toll in Haiti has risen to 304 with another 1800 people injured, according to a BBC Report. #PrayForHaiti",304,-1,1800,-1,Haiti,"[-78.3688776, 17.7057855, -76.183028, 18.5250291]"
19,2021-08-15T13:33:06.000Z,Thanks everyone for their calls and messages. My family are well but the overall death toll continues to rise with over 300 deaths so far as the authorities continue to search for bodies in rubble of collapsed building/houses. Let's keep praying for #Haiti. Better days ahead,300,-1,3000,-1,Haiti,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]"
20,2021-08-15T04:50:16.000Z,Earthquake of 7.2 magnitude hits #Haiti. Devastating and tragic news. 300 feared death and massive damages to infrastructure. #HaitiQuake 😭 https://t.co/fkLwEHAjYT,300,-1,3000,-1,Haiti,"[72.4367386, 22.9232559, 72.7037246, 23.1046616]"
21,2021-08-15T04:01:58.000Z,"Due to 7.2-magnitude earthquake struck Haiti, at least 304 people died, wounding more than 1,800 others, and causing a landslide which blocked a national highway.\nThe number of casualties is expected to increase.\n #PrayForHaiti #haitiearthquake #Haiti https://t.co/GSF5xicK1O",304,-1,1800,-1,Haiti,"[79.6505263, 5.9213829, 81.8787816, 9.8359375]"
22,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,-1,1800,-1,Haiti,"[-66.041626, 18.424088, -65.981677, 18.457703]"
23,2021-08-14T23:47:34.000Z,"The magnitude 7.2 quake severely damaged several cities in #Haiti, burying people in the rubble of collapsed buildings. It was more powerful than the 2010 #earthquake, which killed more than 220,000 people. @tnatw \n\nhttps://t.co/Pe0PTg114B",-1,-1,72,-1,Haiti,"[-2.033651, 52.381063, -1.74763, 52.60687]"
24,2021-08-14T17:46:08.000Z,"US Geological Survey is estimating ""high casualties"" and widespread disaster after a 7.2-magnitude earthquake strikes near Haiti. #IPCC #Haiti #earthquake https://t.co/oUHGhGTkiz",-1,-1,72,-1,Haiti,"[69.328873, 27.708226, 75.382124, 34.019989]"
25,2021-08-14T13:49:49.000Z,"BREAKING: 7.2 magnitude earthquake reported near #Haiti, according to @USGS_Quakes. Multiple reports of deaths and significant damage in the western part of the country. @wsvn",-1,-1,72,-1,Haiti,"[-80.160678, 25.843873, -80.145169, 25.85511]"
