,time,text,deaths,death_score,injuries,injury_score,location,tweet_loc
10,2021-08-26T23:02:58.000Z,"My question is Why? \nUpdate: 12 Dead, 11 Marines &amp; 1 Corpsman. Many wounded…this didn’t need to happen like this. Please pray for our people still over there. #army #navy #marines #usa @ Miami, Florida https://t.co/tePaW9agVG",12,-1,11,-1,Miami,"[-80.321683, 25.7090404, -80.144974, 25.855667]"
11,2021-08-26T21:34:10.000Z,"More than 2,000 people were killed in the #Haiti earthquake, and thousands more are injured. Over 650,000 Haitians need humanitarian assistance.\n\n#HelpHaiti: Donate to support Humanity &amp; Inclusion's emergency response in the hardest-hit regions at https://t.co/nrYbSCKnYO\n\n🎥 HI https://t.co/Ru6njM0ZkF",650000,-1,2000,-1,Haiti,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
12,2021-08-26T18:59:27.000Z,@LangmanVince 13 servicemen casualties. Many injuries. Heartbreaking. Blood is on this I competent administration hands. Will &amp; can we recover. Pray for our troops.,13,-1,-1,-1,Afghanistan,"[-73.491527, 40.794833, -73.448769, 40.84129]"
13,2021-08-26T18:03:36.000Z,Fox News reporting US military death toll now up to 10. Pray for our country.,10,-1,-1,-1,US,"[-83.67529, 36.540739, -75.16644, 39.466012]"
14,2021-08-26T16:30:48.000Z,"Covid running riot, Afghanistan a humanitarian tragedy, Brexit causing food shortages, 150,000 covid deaths, and torys still thieving and lying and telling the people how great they are doing. Lock the bastards up for dereliction of duty on all counts ffs",150000,-1,-1,-1,Afghanistan,"[-4.2037009, 50.3602507, -4.082159, 50.444179]"
15,2021-08-26T14:42:45.000Z,"A Sad Day,3 Troops are Wounded in Kabul airport &amp; Hotel Attack, also second explosion.. I’m sorry but I blame Joe Biden Just wouldn’t #ListentoIntelligence back in April. A little girl lost her life in a mans arms #Pray",3,-1,-1,-1,Kabul,"[-84.3219475, 33.752879, -75.40012, 36.588118]"
16,2021-08-23T16:47:59.000Z,"This happened last week in E. St. Louis...\nApartment fire that resulted in 5 children.dead 🥺\nY'all pray for Sabrina Dunigan the family.\n\nhttps://t.co/UWYaSkEkGE @ East Saint Louis, Illinois https://t.co/nbDsmNauS6",5,-1,-1,-1,E. St. Louis,"[-90.183218, 38.57847, -90.042091, 38.645742]"
17,2021-08-21T15:00:37.000Z,"A week ago today a 7.2-magnitude earthquake rocked #Haiti, killing at least 2,000 people and injuring 12,000 more. 130,000 homes are destroyed.\n\nOur teams are working to provide medical care, logistics support and essential items.\n\nDonate to #HelpHaiti: https://t.co/nrYbSCKnYO https://t.co/HWMBx9wqhe",2000,-1,12000,-1,Haiti,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
18,2021-08-19T15:39:15.000Z,"#Haiti earthquake death toll rises to 2,189, over 12,000 injured &amp; more than 1.2m people impacted by disaster that struck the country last weekend https://t.co/o4JB3GpMT3",2189,-1,12000,-1,Haiti,"[35.59812591978788, -0.17524245127580623, 35.59812591978788, -0.17524245127580623]"
19,2021-08-19T06:08:24.000Z,"The death toll from a powerful earthquake that hit #Haiti last weekend has risen to 2,189, with over 12,000 injured, according to Haiti’s Civil Protection Agency. Aid has been slowly trickling in to help the thousands who were left homeless. AP https://t.co/Pn20XjINCK",2189,-1,12000,-1,Haiti,"[88.094457, 22.269493, 88.610027, 22.955918]"
20,2021-08-18T08:51:32.000Z,"The Death Toll From #Haiti's #Earthquake Rises By 500 To 1,941\n\nhttps://t.co/yB0lrzir8y",1941,-1,-1,-1,Haiti,"[38.9296592, 20.9137751, 39.5785981, 22.2576464]"
21,2021-08-18T04:44:10.000Z,"America's greatest tragedies is a politicized one, when it was a medical problem to begin with. A tragedy where a humanitarian approach was needed, but hostility and defiance against a severe public health threat fostered a reaction that caused over half a million people die.",500000,-1,500000,-1,America,"[-112.0383105, 40.6998952, -111.795741, 40.8317151]"
22,2021-08-18T04:31:03.000Z,"#Haiti #earthquake: Death toll reaches nearly 2,000\nhttps://t.co/Q44tkr6uiD",2000,-1,-1,-1,Haiti,"[103.7014313, 1.4264073, 103.9747568, 1.6244]"
23,2021-08-18T01:50:44.000Z,"The death toll in Haiti’s devastating earthquake surged to nearly 2,000 as the search for survivors was hampered by heavy rains brought by Tropical Storm Grace https://t.co/2cYzLuDlj8 #PrayForHaiti #HaitiRelief #haitiearthquake #prayerispowerful #TropicalStormGrace",2000,-1,-1,-1,Haiti,"[-0.254563, 51.463873, -0.177653, 51.532901]"
24,2021-08-17T21:19:55.000Z,"The Haiti earthquake death toll is now over 1900 people. And the conditions that occur after such an enormous natural disaster are also perfect for an intensified spread of communicable diseases, including COVID-19. The need for humanitarian and medical aid cannot be overstated.",1900,-1,-1,-1,Haiti,"[-74.026675, 40.683935, -73.910408, 40.877483]"
25,2021-08-17T04:54:43.000Z,"Whilst our team assesses needs in #Haiti the latest from the ground is &gt;1,400 deaths, &gt;6,900 injured and tens of thousands displaced as &gt;45,000 homes are destroyed or badly damaged from the recent #earthquake",1400,-1,6000,-1,Haiti,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
26,2021-08-16T22:15:43.000Z,"The death toll #Haiti #haitiearthquake is over 1,400!!!",1400,-1,-1,-1,Haiti,"[-77.064086, 38.979735, -76.97162, 39.036964]"
27,2021-08-16T17:29:38.000Z,"@NJGuy4Biden @GOP Or close to home humanitarian news-Death toll of powerful earthquake in Haiti soars to 1,297-",1297,-1,-1,-1,Haiti,"[-97.233811, 32.586565, -97.037464, 32.817135]"
28,2021-08-16T10:32:27.000Z,"the fall of #Afghanistan  is huge news but another long suffering country has had a disastrous event too. #Haiti\nBBC News - Haiti earthquake: Rescuers search for survivors as death toll climbs to 1,297\nhttps://t.co/smlc2b3wta",1297,-1,-1,-1,Haiti,"[-9.3668222, 52.2799713, -8.1558156, 52.7568583]"
29,2021-08-16T08:50:09.000Z,While there is too much focus on #Afghanistan today another major global news is the #Haiti earthquake killing around 1300 people. A major tragedy for the #carribbean nation.,1300,-1,-1,-1,Haiti,"[77.302126, 28.443981, 77.695326, 28.647131]"
30,2021-08-16T03:45:30.000Z,Over 1200 fatalities reported in #Haiti Earthquake https://t.co/gNfvhDc7sv,1200,-1,-1,-1,Haiti,"[-93.581326, 41.636771, -93.541837, 41.6733128]"
31,2021-08-16T03:34:06.000Z,Death toll rises to 1300 at #Haiti,1300,-1,-1,-1,Haiti,"[-95.438435, 29.497739, -95.215364, 29.59803]"
32,2021-08-16T01:38:22.000Z,"Death toll of powerful #Haiti earthquake soars over 1,200",1200,-1,-1,-1,Haiti,"[-80.498029, 25.726759, -80.383636, 25.7898358]"
33,2021-08-16T00:56:43.000Z,"Heartbreaking.  Already nearly 1300 casualties and countless hurt. Sadly, numbers will rise.  \n#Haiti #earthquake\nPhotos Show The Devastation Caused By Haiti Earthquake.\nhttps://t.co/t4kDzM1O0D",1300,-1,6000,-1,Haiti,"[-83.800262, 42.215087, -83.659681, 42.326592]"
34,2021-08-16T00:54:11.000Z,"This is appalling. I am so, so sorry to the people of #Haiti\nPlease, please can we send some help @BorisJohnson and @DominicRaab?? \nDeath toll from Haiti quake jumps to 724 as tropical storm looms https://t.co/Cf0r1Dbu6P via https://t.co/McTOn1C34H",724,-1,4000,-1,Haiti,"[-1.476463, 50.883056, -1.3164712, 50.959599]"
35,2021-08-15T22:50:45.000Z,I’ve learned that 5 people who worship at LoganFirst #umc have family in Haiti impacted by earthquake.  Some injuries and destroyed homes (no deaths we know of at this time).  Please pray.  We will collect a special love offering,5,-1,-1,-1,Haiti,"[-86.4139514, 40.721652, -86.29038, 40.779044]"
36,2021-08-15T21:35:15.000Z,Death toll in massive #Haiti quake jumps to 724: govt https://t.co/7nXVhGj2Fh,724,-1,-1,-1,Haiti,"[36.6645733, -1.3890532, 37.0626672, -1.1606735]"
37,2021-08-15T21:16:53.000Z,Death toll from this weekend’s #earthquake in south west #Haiti is now over 700. Thoughts and prayers with those affected in the country.,700,-1,-1,-1,Haiti,"[-0.3229167, 51.3428601, -0.234011, 51.437266]"
38,2021-08-15T20:37:36.000Z,#Earthquake in #HAITI\nhttps://t.co/glN5yUwkiF\n\nPORT-AU-PRINCE (Reuters) -  The death toll from a devastating earthquake in Haiti rose to 724 on Sunday as rescue workers scrambled to find survivors buried un...,724,-1,-1,-1,Haiti,"[-80.498527, 25.65479, -80.4158778, 25.6886916]"
39,2021-08-15T19:20:01.000Z,Haiti death toll is standing at 724ppl and counting #Haitiearthquake2021,724,-1,-1,-1,Haiti,"[-61.9305415, 10.0424194, -60.4930236, 11.3585325]"
40,2021-08-15T17:53:22.000Z,"Sending prayers 🙏 up for #Haiti \n\nOver 700 dead after Haiti earthquake, rescuers continue searching for survivors #NewsBreak  https://t.co/WCbIyLNzxv",700,-1,-1,-1,Haiti,"[-80.389019, 35.9341262, -80.100949, 36.240211]"
41,2021-08-15T17:01:28.000Z,"Let's pray for our brothers and sisters in Haiti as the death toll continues to rise over 700 people from the tropical storm. @ Atlanta, Georgia https://t.co/RafEfZ5d7a",700,-1,-1,-1,Haiti,"[-84.576827, 33.6475029, -84.289385, 33.8868859]"
42,2021-08-15T16:23:51.000Z,"Gosh, another huge earthquake / tsunami in Haiti. \n\nDeath toll over 700.\n\n#PrayForHaiti 🙏🏻",700,-1,-1,-1,Haiti,"[-103.0026515, 33.615765, -94.431332, 37.002328]"
43,2021-08-15T16:10:37.000Z,My ❤️ aches… prayers 🙏🏾 going out to #Haiti #haitiearthquake the death toll is now at more than 700 ppl 🌍,700,-1,-1,-1,Haiti,"[-77.119401, 38.801826, -76.909396, 38.9953797]"
44,2021-08-15T15:51:07.000Z,"PORT-AU-PRINCE, Haiti (AP) — Haiti quake death toll soars to 724, according to civil defense director.  ##PrayForHaiti https://t.co/sV0CYmLTbb",724,-1,4000,-1,Haiti,"[-80.257234, 26.6655153, -80.1562012, 26.736442]"
45,2021-08-15T14:08:10.000Z,"Pray for Haiti 🇭🇹 \nA 7.2-magnitude earthquake hit the country of Haiti Saturday morning causing  damage to homes, roads, and buildings and killing over 200 people. \n\nWe got word last night from Robenson that our youth empowerment program zone was not affected.🙏🏽 https://t.co/WQYgOCrYmc",200,-1,-1,-1,Haiti,"[-87.940033, 41.644102, -87.523993, 42.0230669]"
46,2021-08-15T13:40:28.000Z,"The death toll in Haiti has risen to 304 with another 1800 people injured, according to a BBC Report. #PrayForHaiti",304,-1,1800,-1,Haiti,"[-78.3688776, 17.7057855, -76.183028, 18.5250291]"
47,2021-08-15T13:33:06.000Z,Thanks everyone for their calls and messages. My family are well but the overall death toll continues to rise with over 300 deaths so far as the authorities continue to search for bodies in rubble of collapsed building/houses. Let's keep praying for #Haiti. Better days ahead,300,-1,3000,-1,Haiti,"[-0.510364798739281, 51.2867019756122, 0.334043461659515, 51.6918240878432]"
48,2021-08-15T11:19:42.000Z,Haiti earthquake: Death toll rises to 304 and state of emergency declared following 7.2-magnitude earthquake in western #Haiti| World News | Sky News #Haitiearthquake2021 https://t.co/4GDU4nZ6VI,304,-1,-1,-1,Haiti,"[101.6682318, 3.1049064, 101.7423782, 3.1921549]"
49,2021-08-15T04:50:16.000Z,Earthquake of 7.2 magnitude hits #Haiti. Devastating and tragic news. 300 feared death and massive damages to infrastructure. #HaitiQuake 😭 https://t.co/fkLwEHAjYT,300,-1,3000,-1,Haiti,"[72.4367386, 22.9232559, 72.7037246, 23.1046616]"
50,2021-08-15T04:01:58.000Z,"Due to 7.2-magnitude earthquake struck Haiti, at least 304 people died, wounding more than 1,800 others, and causing a landslide which blocked a national highway.\nThe number of casualties is expected to increase.\n #PrayForHaiti #haitiearthquake #Haiti https://t.co/GSF5xicK1O",304,-1,1800,-1,Haiti,"[79.6505263, 5.9213829, 81.8787816, 9.8359375]"
51,2021-08-14T23:48:03.000Z,"The death toll in #Haiti increased to at least 304, the country's civil protection agency confirmed to @ABC News. \n\nOver 1,800 people are injured. #EarthquakeHaiti",304,-1,1800,-1,Haiti,"[-66.041626, 18.424088, -65.981677, 18.457703]"
52,2021-08-14T23:46:23.000Z,"Haiti might collapse. Massive earthquake likely to kill at least 100k, Prime Ministers assassinated last month, incoming direct hit category 4 hurricane AND covid pandemic\n\nIt’s too much for an underdeveloped country to withstand. They need help ASAP",100000,-1,-1,-1,Haiti,"[-118.369186, 33.8729138, -118.343796, 33.902665]"
53,2021-08-14T21:03:46.000Z,"Let’s keep Haiti 🇭🇹 #Haiti in our prayers. The toll has risen to at least 227 deaths, with hundreds injured and missing, after a 7.2 magnitude earthquake struck Haiti. Prime Minister Ariel Henry said he was rushing aid to damaged towns and hospitals overwhelmed with casualties.",227,-1,-1,-1,Haiti,"[-61.0797364, 13.7079554, -60.872973, 14.1101013]"
54,2021-08-14T20:17:58.000Z,"227 dead and hundreds of wounded, provisional death toll from 14 August #Haiti #haitiearthquake https://t.co/ZrzzghZLXx",227,-1,-1,-1,Haiti,"[-3.3285119, 55.894729, -3.077505, 55.991662]"
55,2021-08-14T19:50:12.000Z,DEVELOPING: At least 227 people confirmed dead after 7.2M #earthquake rocks Haiti; death toll expected to rise. #BREAKING,227,-1,-1,-1,Haiti,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
56,2021-08-14T19:04:33.000Z,JUST IN: Haiti #earthquake Death Toll rises to 29.,29,-1,-1,-1,Haiti,"[-122.523373, 48.910742, -122.413813, 48.9649531]"
57,2021-08-14T17:12:58.000Z,🚨#BREAKING After a 7.2 magnitude earthquake hits #Haiti this morning so far the earthquake has claimed at least 29 people and extensive to extreme material damage https://t.co/NkPuoBi7Bj,29,-1,-1,-1,Haiti,"[-80.519851, 39.719801, -74.689517, 42.516072]"
58,2021-08-14T16:51:31.000Z,A lot of damage in Okay. So far 29 reported deaths. #haitiearthquake #tranbleman #lescayes #ayiti #haiti https://t.co/ZPTHugLeD3,29,-1,-1,-1,Okay,"[-74.4798235, 18.0214258, -71.6284598, 20.0894352]"
59,2021-08-14T14:25:53.000Z,"Collapsed structures in the aftermath of the quake. #Haiti was earlier struck by 7.0 #earthquake in 2010 which killed more than 220,000 people. Prayers for people for Haiti. #haitiearthquake https://t.co/67wIolkOz7",220000,-1,-1,-1,Haiti,"[66.654132, 23.703272, 71.124185, 28.529442]"
